Unnamed: 0,sentence,id,phrase,sentiment,fine,coarse,Predicted_Label,Flag
1927,"Perhaps it's cliche to call the film ` refreshing , ' but it is .",225431.0,"Perhaps it 's cliche to call the film ` refreshing , ' but it is .",0.80556,very positive,positive,positive,0
1928,"` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .",227361.0,"` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .",0.875,very positive,positive,very positive,1
1929,"It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .",45778.0,"It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .",0.66667,positive,positive,positive,1
1930,The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .,47144.0,The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .,0.54167,neutral,neutral,very positive,0
1931,"The movie is well done , but slow .",47179.0,"The movie is well done , but slow .",0.38889,negative,negative,negative,1
1932,"( A ) wonderfully loopy tale of love , longing , and voting .",43390.0,"( A ) wonderfully loopy tale of love , longing , and voting .",0.80556,very positive,positive,very positive,1
1933,"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .",47029.0,"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .",0.70833,positive,positive,positive,1
1934,"The last scenes of the film are anguished , bitter and truthful .",226317.0,"The last scenes of the film are anguished , bitter and truthful .",0.76389,positive,positive,positive,1
1935,Mr. Koshashvili is a director to watch .,224930.0,Mr. Koshashvili is a director to watch .,0.8333299999999999,very positive,positive,positive,0
1936,Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .,46553.0,Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .,0.63889,positive,positive,positive,1
1937,"Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .",44556.0,"Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .",0.69444,positive,positive,positive,1
1938,"One feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism .",46416.0,"One feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism .",0.76389,positive,positive,positive,1
1939,"It challenges , this nervy oddity , like modern art should .",45776.0,"It challenges , this nervy oddity , like modern art should .",0.72222,positive,positive,positive,1
1940,"Whenever you think you've figured out Late Marriage , it throws you for a loop .",47606.0,"Whenever you think you 've figured out Late Marriage , it throws you for a loop .",0.63889,positive,positive,positive,1
1941,The Pianist is Polanski's best film .,46931.0,The Pianist is Polanski 's best film .,0.8333299999999999,very positive,positive,very positive,1
1942,"It is a testament of quiet endurance , of common concern , of reconciled survival .",45805.0,"It is a testament of quiet endurance , of common concern , of reconciled survival .",0.56944,neutral,neutral,positive,0
1943,"This Orange has some juice , but it's far from fresh-squeezed .",47341.0,"This Orange has some juice , but it 's far from fresh-squeezed .",0.38889,negative,negative,negative,1
1944,"A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .",44234.0,"A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .",0.69444,positive,positive,positive,1
1945,"High Crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .",45489.0,"High Crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .",0.58333,neutral,neutral,negative,0
1946,Cusack's just brilliant in this .,44986.0,Cusack 's just brilliant in this .,0.875,very positive,positive,negative,0
1947,Knows how to make our imagination wonder .,45959.0,Knows how to make our imagination wonder .,0.8333299999999999,very positive,positive,negative,0
1948,"Jae-eun Jeong's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .",45867.0,"Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .",0.66667,positive,positive,positive,1
1949,"The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy .",226408.0,"The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy .",0.80556,very positive,positive,very positive,1
1950,"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",45192.0,"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",0.625,positive,positive,negative,0
1951,Malcolm McDowell is cool .,46080.0,Malcolm McDowell is cool .,0.69444,positive,positive,positive,1
1952,Paul Bettany is cool .,225416.0,Paul Bettany is cool .,0.73611,positive,positive,negative,0
1953,Paul Bettany playing Malcolm McDowell ?,225418.0,Paul Bettany playing Malcolm McDowell ?,0.5,neutral,neutral,positive,0
1954,Cool .,223002.0,Cool .,0.66667,positive,positive,negative,0
1955,"A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .",44323.0,"A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .",0.77778,positive,positive,positive,1
1956,... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,43852.0,... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,0.41667,neutral,neutral,negative,0
1957,"An inventive , absorbing movie that's as hard to classify as it is hard to resist .",44522.0,"An inventive , absorbing movie that 's as hard to classify as it is hard to resist .",0.88889,very positive,positive,positive,0
1958,It made me want to get made-up and go see this movie with my sisters .,45822.0,It made me want to get made-up and go see this movie with my sisters .,0.72222,positive,positive,positive,1
1959,"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",45594.0,"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",0.88889,very positive,positive,very positive,1
1960,"( Caine ) proves once again he hasn't lost his touch , bringing off a superb performance in an admittedly middling film .",43394.0,"( Caine ) proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .",0.77778,positive,positive,negative,0
1961,"Bogdanovich puts history in perspective and , via Kirsten Dunst's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .",44746.0,"Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .",0.69444,positive,positive,positive,1
1962,"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",47348.0,"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",0.77778,positive,positive,positive,1
1963,A captivating new film .,43986.0,A captivating new film .,0.875,very positive,positive,very positive,1
1964,Those who aren't put off by the film's austerity will find it more than capable of rewarding them .,47412.0,Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .,0.8472200000000001,very positive,positive,negative,0
1965,"It's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",45702.0,"It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",0.75,positive,positive,positive,1
1966,Reveals how important our special talents can be when put in service of of others .,46632.0,Reveals how important our special talents can be when put in service of of others .,0.75,positive,positive,negative,0
1967,It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,45773.0,It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,0.72222,positive,positive,positive,1
1968,"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .",47662.0,"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .",0.8333299999999999,very positive,positive,positive,0
1969,"A sharp , amusing study of the cult of celebrity .",44244.0,"A sharp , amusing study of the cult of celebrity .",0.66667,positive,positive,positive,1
1970,The sentimental cliches mar an otherwise excellent film .,226479.0,The sentimental cliches mar an otherwise excellent film .,0.61111,positive,positive,positive,1
1971,A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .,222068.0,A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .,0.81944,very positive,positive,very positive,1
1972,"A graceful , moving tribute to the courage of New York's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",44115.0,"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",0.86111,very positive,positive,very positive,1
1973,"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",44007.0,"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",0.79167,positive,positive,positive,1
1974,"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .",224696.0,"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .",0.34722,negative,negative,negative,1
1975,The charming result is Festival in Cannes .,46999.0,The charming result is Festival in Cannes .,0.77778,positive,positive,negative,0
1976,"If you're looking for something new and hoping for something entertaining , you're in luck .",45627.0,"If you 're looking for something new and hoping for something entertaining , you 're in luck .",0.81944,very positive,positive,positive,0
1977,"A hugely rewarding experience that's every bit as enlightening , insightful and entertaining as Grant's two best films -- Four Weddings and a Funeral and Bridget Jones's Diary .",44135.0,"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",0.88889,very positive,positive,positive,0
1978,A rip-roaring comedy action fest that'll put hairs on your chest .,44226.0,A rip-roaring comedy action fest that 'll put hairs on your chest .,0.79167,positive,positive,negative,0
1979,"If there's no art here , it's still a good yarn -- which is nothing to sneeze at these days .",45615.0,"If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .",0.65278,positive,positive,negative,0
1980,"Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .",46741.0,"Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .",0.75,positive,positive,positive,1
1981,"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",47324.0,"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",0.72222,positive,positive,positive,1
1982,"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",44538.0,"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",0.77778,positive,positive,positive,1
1983,"An enjoyable , if occasionally flawed , experiment .",44470.0,"An enjoyable , if occasionally flawed , experiment .",0.68056,positive,positive,positive,1
1984,Miyazaki is one of world cinema's most wondrously gifted artists and storytellers .,46196.0,Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,0.94444,very positive,positive,very positive,1
1985,"If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",45606.0,"If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",0.72222,positive,positive,positive,1
1986,"Meeting , even exceeding expectations , it's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",46140.0,"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",1.0,very positive,positive,positive,0
1987,Leigh is one of the rare directors who feels acting is the heart and soul of cinema .,224594.0,Leigh is one of the rare directors who feels acting is the heart and soul of cinema .,0.80556,very positive,positive,very positive,1
1988,He allows his cast members to make creative contributions to the story and dialogue .,45459.0,He allows his cast members to make creative contributions to the story and dialogue .,0.75,positive,positive,negative,0
1989,"This method almost never fails him , and it works superbly here .",226679.0,"This method almost never fails him , and it works superbly here .",0.81944,very positive,positive,neutral,0
1990,Poetry in motion captured on film .,46526.0,Poetry in motion captured on film .,0.8333299999999999,very positive,positive,negative,0
1991,"While it can be a bit repetitive , overall it's an entertaining and informative documentary .",47618.0,"While it can be a bit repetitive , overall it 's an entertaining and informative documentary .",0.66667,positive,positive,positive,1
1992,"Directing with a sure and measured hand , ( Haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",45063.0,"Directing with a sure and measured hand , ( Haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",0.68056,positive,positive,positive,1
1993,The entire movie establishes a wonderfully creepy mood .,47013.0,The entire movie establishes a wonderfully creepy mood .,0.86111,very positive,positive,positive,0
1994,"I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .",45570.0,"I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .",0.68056,positive,positive,positive,1
1995,"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .",47096.0,"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .",0.72222,positive,positive,very positive,0
1996,Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,44419.0,Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,0.90278,very positive,positive,positive,0
1997,Rabbit-Proof Fence will probably make you angry .,46579.0,Rabbit-Proof Fence will probably make you angry .,0.40278,neutral,neutral,positive,0
1998,"But it will just as likely make you weep , and it will do so in a way that doesn't make you feel like a sucker .",222779.0,"But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .",0.63889,positive,positive,positive,1
1999,"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it's tremendously moving .",44765.0,"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",0.90278,very positive,positive,positive,0
2000,This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,47376.0,This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,0.66667,positive,positive,positive,1
2001,"The film's sense of imagery gives it a terrible strength , but it's propelled by the acting .",47043.0,"The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .",0.79167,positive,positive,positive,1
2002,"The Pianist ( is ) a supremely hopeful cautionary tale of war's madness remembered that we , today , can prevent its tragic waste of life .",226157.0,"The Pianist ( is ) a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .",0.80556,very positive,positive,positive,0
2003,"Here is a divine monument to a single man's struggle to regain his life , his dignity and his music .",223636.0,"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",0.81944,very positive,positive,positive,0
2004,"Strange it is , but delightfully so .",46834.0,"Strange it is , but delightfully so .",0.77778,positive,positive,negative,0
2005,"Elegant , mannered and teasing .",45137.0,"Elegant , mannered and teasing .",0.73611,positive,positive,negative,0
2006,An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son's discovery of his homosexuality .,44463.0,An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .,0.52778,neutral,neutral,positive,0
2007,The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .,47122.0,The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .,0.88889,very positive,positive,negative,0
2008,"Decasia is what has happened already to so many silent movies , newsreels and the like .",223081.0,"Decasia is what has happened already to so many silent movies , newsreels and the like .",0.41667,neutral,neutral,positive,0
2009,"The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",226523.0,"The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",0.79167,positive,positive,positive,1
2010,"A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .",44059.0,"A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .",0.38889,negative,negative,negative,1
2011,"With each of her three protagonists , Miller eloquently captures the moment when a woman's life , out of a deep-seated , emotional need , is about to turn onto a different path .",47656.0,"With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .",0.8333299999999999,very positive,positive,positive,0
2012,Ryan Gosling ... is at 22 a powerful young actor .,46657.0,Ryan Gosling ... is at 22 a powerful young actor .,0.81944,very positive,positive,positive,0
2013,"A minor work yet there's no denying the potency of Miller's strange , fleeting brew of hopeful perseverance and hopeless closure .",44165.0,"A minor work yet there 's no denying the potency of Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure .",0.52778,neutral,neutral,positive,0
2014,"As an introduction to the man's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it's invaluable .",44575.0,"As an introduction to the man 's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .",0.70833,positive,positive,positive,1
2015,The film is a verbal duel between two gifted performers .,47064.0,The film is a verbal duel between two gifted performers .,0.8333299999999999,very positive,positive,negative,0
2016,Imperfect ?,45647.0,Imperfect ?,0.27778,negative,negative,negative,1
2017,"Yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .",47721.0,"Yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .",0.77778,positive,positive,positive,1
2018,You'll get the enjoyable basic minimum .,227264.0,You 'll get the enjoyable basic minimum .,0.55556,neutral,neutral,neutral,1
2019,But not a whit more .,222789.0,But not a whit more .,0.48611,neutral,neutral,negative,0
2020,What a great way to spend 4 units of your day .,47594.0,What a great way to spend 4 units of your day .,0.61111,positive,positive,negative,0
2021,"The movie is hardly a masterpiece , but it does mark Ms. Bullock's best work in some time .",226364.0,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .",0.625,positive,positive,positive,1
2022,As simple and innocent a movie as you can imagine .,44593.0,As simple and innocent a movie as you can imagine .,0.66667,positive,positive,negative,0
2023,This is a movie you can trust .,47366.0,This is a movie you can trust .,0.86111,very positive,positive,negative,0
2024,"Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .",46486.0,"Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .",0.77778,positive,positive,positive,1
2025,`` It's all about the image . '',227517.0,`` It 's all about the image . '',0.55556,neutral,neutral,neutral,1
2026,"Vividly conveys the passion , creativity , and fearlessness of one of Mexico's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .",47545.0,"Vividly conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .",0.91667,very positive,positive,very positive,1
2027,"Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",45508.0,"Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",0.66667,positive,positive,negative,0
2028,Maybe Thomas Wolfe was right : You can't go home again .,46123.0,Maybe Thomas Wolfe was right : You ca n't go home again .,0.52778,neutral,neutral,negative,0
2029,"A compelling yarn , but not quite a ripping one .",44019.0,"A compelling yarn , but not quite a ripping one .",0.70833,positive,positive,neutral,0
2030,"On the Granger Movie Gauge of 1 to 10 , The Powerpuff Girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .",46403.0,"On the Granger Movie Gauge of 1 to 10 , The Powerpuff Girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .",0.66667,positive,positive,positive,1
2031,The film has several strong performances .,47058.0,The film has several strong performances .,0.77778,positive,positive,positive,1
2032,"I've never bought from telemarketers , but I bought this movie .",45554.0,"I 've never bought from telemarketers , but I bought this movie .",0.63889,positive,positive,positive,1
2033,"Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .",46499.0,"Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .",0.875,very positive,positive,very positive,1
2034,"The funny thing is , I didn't mind all this contrived nonsense a bit .",47103.0,"The funny thing is , I did n't mind all this contrived nonsense a bit .",0.58333,neutral,neutral,neutral,1
2035,"( Shyamalan ) turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .",43429.0,"( Shyamalan ) turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .",0.68056,positive,positive,positive,1
2036,"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it's based on true events somehow makes it all the more compelling .",44240.0,"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling .",0.875,very positive,positive,positive,0
2037,An entertaining documentary that freshly considers arguments the Bard's immortal plays were written by somebody else .,44479.0,An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .,0.79167,positive,positive,positive,1
2038,"A highly spirited , imaginative kid's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He's afraid of His best-known creation ?",44130.0,"A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?",0.81944,very positive,positive,very positive,1
2039,"Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .",44840.0,"Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .",0.80556,very positive,positive,negative,0
2040,Raimi and his team couldn't have done any better in bringing the story of Spider-Man to the big screen .,46588.0,Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .,0.88889,very positive,positive,neutral,0
2041,The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .,47002.0,The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .,0.70833,positive,positive,positive,1
2042,"Well-acted , well-directed and , for all its moodiness , not too pretentious .",47578.0,"Well-acted , well-directed and , for all its moodiness , not too pretentious .",0.80556,very positive,positive,negative,0
2043,It's a satisfying summer blockbuster and worth a look .,45719.0,It 's a satisfying summer blockbuster and worth a look .,0.69444,positive,positive,positive,1
2044,Boomers and their kids will have a Barrie good time .,44754.0,Boomers and their kids will have a Barrie good time .,0.79167,positive,positive,positive,1
2045,Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,46608.0,Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,0.76389,positive,positive,positive,1
2046,"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it can't be dismissed as mindless .",226856.0,"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .",0.76389,positive,positive,negative,0
2047,Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .,46789.0,Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .,0.625,positive,positive,positive,1
2048,"Sitting in the third row of the IMAX cinema at Sydney's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not",225807.0,"Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not",0.79167,positive,positive,positive,1
2049,"The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .",47234.0,"The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .",0.55556,neutral,neutral,positive,0
2050,"What's so fun about this silly , outrageous , ingenious thriller is the director's talent .",47583.0,"What 's so fun about this silly , outrageous , ingenious thriller is the director 's talent .",0.8333299999999999,very positive,positive,positive,0
2051,Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .,47565.0,Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .,0.38889,negative,negative,negative,1
2052,"Strip it of all its excess debris , and you'd have a 90-minute , four-star movie .",46845.0,"Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .",0.70833,positive,positive,negative,0
2053,"As it is , it's too long and unfocused .",222461.0,"As it is , it 's too long and unfocused .",0.18056,very negative,negative,negative,0
2054,An immensely entertaining look at some of the unsung heroes of 20th century pop music .,44499.0,An immensely entertaining look at some of the unsung heroes of 20th century pop music .,0.8472200000000001,very positive,positive,positive,0
2055,"This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it's told with sharp ears and eyes for the tenor of the times .",47356.0,"This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .",0.61111,positive,positive,positive,1
2056,This beautifully animated epic is never dull .,47343.0,This beautifully animated epic is never dull .,0.8472200000000001,very positive,positive,very positive,1
2057,Brian Tufano's handsome widescreen photography and Paul Grabowsky's excellent music turn this fairly parochial melodrama into something really rather special .,44779.0,Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .,0.875,very positive,positive,negative,0
2058,"It makes compelling , provocative and prescient viewing .",45824.0,"It makes compelling , provocative and prescient viewing .",0.81944,very positive,positive,positive,0
2059,A thoroughly entertaining comedy that uses Grant's own twist of acidity to prevent itself from succumbing to its own bathos .,44309.0,A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .,0.80556,very positive,positive,very positive,1
2060,"Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",47519.0,"Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",0.70833,positive,positive,positive,1
2061,"What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .",47586.0,"What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .",0.44444,neutral,neutral,positive,0
2062,But it's defiantly and delightfully against the grain .,222760.0,But it 's defiantly and delightfully against the grain .,0.73611,positive,positive,positive,1
2063,"The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .",47113.0,"The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .",0.80556,very positive,positive,very positive,1
2064,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",44208.0,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",0.76389,positive,positive,very positive,0
2065,"Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .",224882.0,"Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .",0.79167,positive,positive,negative,0
2066,"Definitely funny stuff , but it's more of the ` laughing at ' variety than the ` laughing with . '",45036.0,"Definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '",0.73611,positive,positive,positive,1
2067,Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .,45121.0,Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .,1.0,very positive,positive,positive,0
2068,"A real winner -- smart , funny , subtle , and resonant .",44218.0,"A real winner -- smart , funny , subtle , and resonant .",0.91667,very positive,positive,very positive,1
2069,"Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .",45215.0,"Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .",0.79167,positive,positive,very positive,0
